0.03222465	-0.047399182	0.0006899848	0.01694017	-0.0492527	0.01019959	0.059513286	-0.053890742	0.08274129	-0.07802033	0.016614787	0.018867021	0.0010847498	-0.10938275	-0.05301768	0.016673876
-0.039500374	-0.11311677	-0.13513261	0.10058636	-0.16738339	-0.10248375	-0.019366516	-0.10722775	-0.04305816	-0.07279311	0.10391499	-0.12479768	-0.08624656	-0.15924865	-0.1084998	0.08654108
-0.03369086	-0.08780375	-0.12911944	0.11871923	-0.2685344	-0.145328	-0.04204404	-0.18468882	0.020675596	-0.17190066	0.16924465	-0.16565421	-0.08496285	-0.23336726	-0.18865585	0.09112843
0.2545662	0.41153225	0.5094884	-0.40572432	0.5851134	0.50365674	0.19752455	0.47781506	0.004864532	0.27574408	-0.46783647	0.49174678	0.21674767	0.5776783	0.4387415	-0.39762884
-0.028729666	0.015483414	0.047198296	-0.07310256	0.013463855	0.024575956	0.01843194	0.027018055	0.056221075	0.048653457	0.009351429	0.011313286	-0.011054559	0.032354288	0.027092274	-0.009810076
0.011744754	0.0014024075	-0.0789302	0.05890138	-0.09069802	-0.0021694354	-0.04965694	-0.0076023284	0.05775465	-0.09056122	0.020375088	-0.0383995	0.009491993	-0.08524958	-0.09724572	0.09098397
0.26237094	0.3766491	0.4324242	-0.34014356	0.50446934	0.41982538	0.2755698	0.4140866	0.22144666	-0.1659132	-0.3762499	0.47107065	0.2860214	0.48905745	0.3757362	-0.38202274
-0.039282367	-0.08214068	-0.026042236	0.103434384	-0.07358061	-0.050058134	-0.06457441	-0.08123491	-0.014933851	-0.02898253	0.07450821	-0.087136865	-0.011961404	-0.07159019	-0.12196811	0.040193602
0.2944644	0.4163376	0.37760833	-0.31531888	0.4671209	0.40344086	0.19730587	0.37593624	0.17478476	-0.17196251	-0.3162776	0.3700958	0.29483902	0.4507011	0.3943811	-0.38663557
0.016978327	0.026123894	-0.038177785	-0.01206238	0.01442695	-0.030110976	-0.008174745	0.023423888	0.008413224	-0.010414918	-0.018899564	-0.03947659	-0.045434516	-0.008514367	0.011149068	-0.026811777
0.23060639	0.44778362	0.51924086	-0.31605127	0.6010392	0.38903385	0.2929189	0.44082198	0.16321194	-0.017420193	-0.36114982	0.45168447	0.33777058	0.5025897	0.420447	-0.44040674
-0.058703985	-0.10924052	-0.07244004	0.09667167	-0.08298396	-0.08571226	-0.03491681	-0.04214731	-0.010709591	-0.14947394	0.031347856	-0.102023825	-0.011705516	-0.1405087	-0.09884303	0.10526562
0.15275823	0.19599426	0.30490527	-0.21215177	0.3083111	0.26516414	0.09142258	0.29035398	-0.041284524	0.17038932	-0.19585542	0.257302	0.14238192	0.34594086	0.24635988	-0.25463194
-0.16623433	-0.29697317	-0.40733433	0.25966555	-0.4158993	-0.36008394	-0.16851448	-0.34354398	0.01993419	-0.2450117	0.3938374	-0.3806659	-0.21370737	-0.4723918	-0.33184668	0.34499678
0.04006757	-0.037711937	0.03409901	0.041119467	0.01342435	-0.05454766	0.032309048	-0.006817981	-0.046001796	-0.008267671	-0.041551005	-0.042907238	-0.02126732	-0.039684877	-0.041096464	0.06770714
0.031971246	-0.012276357	0.040441297	-0.049656987	-0.066760264	-0.0035111697	0.0058102123	0.022899725	-0.061305474	0.08058921	-0.026165051	-0.014757623	-0.009652328	-0.026454726	-0.022583885	0.045429815
-0.07700345	-0.12013481	-0.07955603	0.15544146	-0.08732193	-0.073182344	-0.120875254	-0.12918703	-0.115325734	0.0626672	0.085182846	-0.11343774	-0.13697407	-0.074753046	-0.09877473	0.1121753
0.02608144	0.004827591	0.11604303	-0.035963394	0.14249279	0.099490605	0.0032789756	0.013314461	-0.20709814	0.25481644	-0.03541214	0.046629477	-0.04793373	0.12910447	0.03786241	-0.020946955
0.031459197	0.06690363	-0.05593249	-0.050758097	-0.03886151	-0.0012366078	0.13329037	-0.0205836	0.20383976	-0.28066844	0.051755074	0.04149442	0.13759276	-0.12185175	0.041438308	0.043378193
0.23184635	0.2988584	0.326561	-0.25583288	0.35854846	0.32316932	0.21418402	0.2530363	0.21194573	-0.2299969	-0.20001438	0.25983393	0.30011055	0.34047836	0.25416	-0.26284823
0.07770003	0.06929796	0.07655505	-0.13698149	0.06910265	0.08310514	0.119898066	0.054366056	0.1735639	-0.13114667	-0.048487596	0.10262611	0.13133737	0.12832753	0.093322985	-0.0909174
-0.007950325	-0.07420766	-0.027922815	0.040023215	-0.04252538	-0.027859487	0.023421057	-0.082146876	0.023761682	-0.0965786	0.029771926	-0.04529675	-0.04535719	0.016464265	-0.068292424	0.016074477
